,id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1,split,labels_list,majority_label,label
282,102885,es,"@YofuiaEGB El hijo Putin y la Montero, conversando sobre la paridad en la guerra",6,"['Annotator_325', 'Annotator_326', 'Annotator_327', 'Annotator_328', 'Annotator_329', 'Annotator_330']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Mexico', 'Spain', 'Mexico', 'Italy', 'Chile']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",NO,0
283,101071,es,☀️ Los hombres también sufren depresión postparto... https://t.co/sAdzd9LUrc,6,"['Annotator_103', 'Annotator_104', 'Annotator_105', 'Annotator_106', 'Annotator_107', 'Annotator_108']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Less than high school diploma']","['Mexico', 'Spain', 'Italy', 'Spain', 'United Kingdom', 'Chile']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'YES', 'NO', 'YES', 'YES']",YES,1
284,100565,es,body positivity perdoname pero todo seria más fácil si fuera flaca,6,"['Annotator_247', 'Annotator_248', 'Annotator_249', 'Annotator_250', 'Annotator_251', 'Annotator_252']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['United States', 'Mexico', 'United States', 'Chile', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'NO', 'YES']",YES,1
285,101045,es,!Defendamos los derechos de las mujeres!.No tienen que ser únicamente las mujeres quienes defiendan su derechos… ¿Ustedes que creen?Les comparto mi participación en la presentación del libro “Los riegos de la Democracia Paritaria”. Diva G.#CoyoacánIncluyente @giogutierrezag https://t.co/nsO5nVHxZf,6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['NO', 'NO', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'YES', 'YES']",YES,1
286,101841,es,@ManuxOrtiz @sarandonga55 El problema es tuyo si no entiendes que lolita critica el “feminismo”. Es decir el hembrismo que hoy se ampara en el feminismo. Un hembrismo que es igual de condenable que el machismo,6,"['Annotator_349', 'Annotator_350', 'Annotator_351', 'Annotator_352', 'Annotator_353', 'Annotator_354']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Netherlands', 'Spain', 'Poland', 'Spain']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
287,100765,es,@alejatedeyg Abi pq t unes al ciberacoso t voy a denunciar,6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['NO', 'YES', 'NO', 'YES', 'NO', 'YES']",TRAIN_ES,"['NO', 'YES', 'NO', 'YES', 'NO', 'YES']",YES,1
288,101847,es,"Por años han confundido capitalismo con mercantilismo.Por años han confundido feminismo con hembrismo.Por años han confundido burocracias con meritocracias.Pero socialismo del siglo XIX y comunismo, eso sí es lo mismo, pero en diferentes etapas.",6,"['Annotator_199', 'Annotator_200', 'Annotator_201', 'Annotator_202', 'Annotator_203', 'Annotator_204']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Argentina', 'Portugal', 'Italy', 'Portugal']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['YES', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
289,101227,es,"Cautelemos los derechos humanos, antes de que venga Dios y los viole. Interesante advertencia del ecofeminismo chileno. https://t.co/tel0fY6wkb",6,"['Annotator_1', 'Annotator_2', 'Annotator_3', 'Annotator_4', 'Annotator_5', 'Annotator_6']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'United States', 'Spain', 'Spain', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
290,100031,es,this artist is only 20. that is so young to be harassed like this. no les dan vergüenza hablar tan mal de alguien tan joven? regardless of what the original convo was about la anti negritud de mestizos y blancos en la diáspora y en latinoamérica es algo asqueroso.,6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']",TRAIN_ES,"['YES', 'NO', 'NO', 'YES', 'NO', 'NO']",NO,0
291,100204,es,Nov 6 2021 London Climate Protestord.#climateprotest #feminism #feminista #streetprotest #reportagespotlight #streetsansfrontieres #capturestreets #lgbtqia #womenphoto #womensrights #climatejustice https://t.co/egnTvttNqY,6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
292,101565,es,amigo no es por hacerme el falso aliado ni nada por el estilo pero que pena me dan los chabones que son ultra alzados y/o pajeros con sus comentarios de mierda nunca viste un culo o un par de tetas man calmate un toque tanque de leche,6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
293,103436,es,"@LaTianguis Pero por qué tienen que destruir la Ciudad las Chicas Trans y las Feministas, no tiene nada que ver una cosa y la otra. Nunca apoyaré violencia contra violencia.Basta de violencia‼️",6,"['Annotator_217', 'Annotator_218', 'Annotator_219', 'Annotator_220', 'Annotator_221', 'Annotator_222']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['other', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'United States', 'Mexico', 'Spain', 'Spain']","['YES', 'NO', 'YES', 'YES', 'NO', 'NO']",TRAIN_ES,"['YES', 'NO', 'YES', 'YES', 'NO', 'NO']",NO,0
294,100064,es,"Crece la preocupación por el paradero de Peng Shuai ""Crece la preocupación por el paradero de Peng Shuai"" https://t.co/JgYQXC5STp",6,"['Annotator_175', 'Annotator_176', 'Annotator_177', 'Annotator_178', 'Annotator_179', 'Annotator_180']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Greece', 'Chile', 'Argentina', 'Portugal', 'Portugal', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
295,103333,es,Yo: me siento suficientemente bien hoy para no llevar ni binder ni sujetador Señores random: oye CHICA pasa tu antes CHICA Que necesidad coño no me ves la barba y la voz de camionero que tengo donde ves tu la chica,6,"['Annotator_307', 'Annotator_308', 'Annotator_309', 'Annotator_310', 'Annotator_311', 'Annotator_312']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Less than high school diploma']","['Spain', 'Mexico', 'Portugal', 'Portugal', 'Portugal', 'Chile']","['YES', 'NO', 'NO', 'NO', 'YES', 'YES']",TRAIN_ES,"['YES', 'NO', 'NO', 'NO', 'YES', 'YES']",NO,0
296,103089,es,"Si bien las relaciones abusivas son peligrosas, la evidencia muestra que los lazos del matrimonio y la paternidad reducen el riesgo de suicidio.Para los hombres, el matrimonio es especialmente protector.Para las mujeres, la maternidad es especialmente protectora. https://t.co/oEl2VaPDBx",6,"['Annotator_139', 'Annotator_140', 'Annotator_141', 'Annotator_142', 'Annotator_143', 'Annotator_144']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Multiracial', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Italy', 'Italy', 'Portugal', 'Mexico']","['NO', 'NO', 'YES', 'NO', 'YES', 'YES']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'YES', 'YES']",NO,0
297,100462,es,"Lo he pensado mucho y hasta experimentado antes, no puedo tener relaciones por alguien que no sienta algo, por muy atractiva que sea la otra persona",6,"['Annotator_349', 'Annotator_350', 'Annotator_351', 'Annotator_352', 'Annotator_353', 'Annotator_354']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Netherlands', 'Spain', 'Poland', 'Spain']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",NO,0
298,102803,es,"II Yo creo que 1'60 es una estatura normal para ser chica!! Es decir, es lo común, ¿no? Lo importante es siempre poder montarte en las atracciones (?? https://t.co/c0u7g0lSdW",6,"['Annotator_25', 'Annotator_26', 'Annotator_27', 'Annotator_28', 'Annotator_29', 'Annotator_30']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Multiracial', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['United Kingdom', 'Mexico', 'Poland', 'Spain', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'YES', 'NO']",YES,1
299,100562,es,"Leí a alguien decir que ""no hay que meterse con el cuerpo de otras personas"" porque alguien preguntó ""si encontraba bien darle dulces y grasas a personas diabeticas e hiperensas"" desde hoy me declaró anti body positivity ustedes no merecen nada",6,"['Annotator_385', 'Annotator_386', 'Annotator_387', 'Annotator_388', 'Annotator_389', 'Annotator_390']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Venezuela', 'Portugal', 'Spain']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['YES', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
300,102108,es,"La MUD volvió al siglo XIX, las mujeres no deberían votar por quién díseño esta porquería https://t.co/9KEuXSWeCD",6,"['Annotator_103', 'Annotator_104', 'Annotator_105', 'Annotator_106', 'Annotator_107', 'Annotator_108']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Less than high school diploma']","['Mexico', 'Spain', 'Italy', 'Spain', 'United Kingdom', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
301,103520,es,"Cada día me queda más claro de que en el periodismo español se le tiene miedo a una palabra en concreto y es a la palabra VIOLACIÓN. Por favor, empecemos a llamar a las cosas por su nombre, que no somos críos.",6,"['Annotator_313', 'Annotator_314', 'Annotator_315', 'Annotator_316', 'Annotator_317', 'Annotator_318']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'United Kingdom', 'Spain', 'Portugal', 'Mexico']","['NO', 'YES', 'NO', 'NO', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'NO', 'NO', 'YES', 'YES']",NO,0
302,100193,es,@PITCNT1 Por qué no hacen el paro que sé les antoje otro día y respetan el #8M o no tienen ni idea lo que significa ese día en la historia‼️⁉️ @PITCNT1 no sé cuelguen de una fecha que merece respeto ‼️✊🏼 #Uruguay #world #8Marzo #Diadelamujer #womensday #InternationalWomensDay,6,"['Annotator_55', 'Annotator_56', 'Annotator_57', 'Annotator_58', 'Annotator_59', 'Annotator_60']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'United States', 'Spain', 'Belgium', 'France']","['YES', 'YES', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['YES', 'YES', 'NO', 'NO', 'NO', 'NO']",NO,0
303,102710,es,@ConceSantelises El pais necesita un hombre como el en el poder 🤦‍♂️🤦‍♂️,6,"['Annotator_217', 'Annotator_218', 'Annotator_219', 'Annotator_220', 'Annotator_221', 'Annotator_222']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['other', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'United States', 'Mexico', 'Spain', 'Spain']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']",TRAIN_ES,"['YES', 'NO', 'YES', 'NO', 'NO', 'NO']",NO,0
304,102874,es,"Mucho menos que alguien tenga el culo pegado a una silla por muchísimas horas a la semana en una oficina durante toda su vida, hasta consumirse únicamente en la labor al punto de llegar a suicidarse (Japón, te admiro, pero a la vez me pareces una puta mierda en otros aspectos)",6,"['Annotator_73', 'Annotator_74', 'Annotator_75', 'Annotator_76', 'Annotator_77', 'Annotator_78']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
305,102171,es,@johnmarrero76 Las señoritas no somos lanzadas. Me quedaré sin hacer ni decir nada y que adivine.Mami me educó bien.😂😂😂,6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'YES', 'YES']",YES,1
306,100928,es,"➡️ En el programa de este año encontraréis una propuesta de actividades en toda la ciudad, con la voluntad de concienciar sobre la corresponsabilidad y la igualdad de género 👉 https://t.co/AfDId3SYXE ♀️ #terrassa #DiaInternacionaldelaMujer #8M #Comissió8M",6,"['Annotator_379', 'Annotator_380', 'Annotator_381', 'Annotator_382', 'Annotator_383', 'Annotator_384']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree']","['Portugal', 'Portugal', 'Spain', 'Spain', 'Poland', 'Portugal']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'YES', 'NO', 'NO', 'NO', 'NO']",NO,0
307,100290,es,"me sorprende lo normalizado que se tiene el abuso hacia los menores en latinoamericana, todo bajo la idea de 'educación'",6,"['Annotator_175', 'Annotator_176', 'Annotator_177', 'Annotator_178', 'Annotator_179', 'Annotator_180']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Greece', 'Chile', 'Argentina', 'Portugal', 'Portugal', 'Portugal']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",NO,0
308,100167,es,Regálenme un llavero que diga “fuck the patriarchy” 🥺🥺🥺🥺🥺,6,"['Annotator_97', 'Annotator_98', 'Annotator_99', 'Annotator_100', 'Annotator_101', 'Annotator_102']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Argentina', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Spain']","['NO', 'YES', 'NO', 'YES', 'YES', 'NO']",TRAIN_ES,"['NO', 'YES', 'NO', 'YES', 'YES', 'NO']",YES,1
309,101727,es,"@pauulacuenca @meeliisaa_cc Es : mejor malo conocido que bueno por conocer, a ver si leemos más, golfa. La agresividad se debe a que me han dicho que twitter es puro hate. Ni siquiera soy dueño de la cuenta, soy su ex. Un abrazo y ojalá nos conozcamos algún día.",6,"['Annotator_187', 'Annotator_188', 'Annotator_189', 'Annotator_190', 'Annotator_191', 'Annotator_192']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Spain', 'Portugal', 'Portugal', 'Mexico', 'Spain', 'Mexico']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']",TRAIN_ES,"['YES', 'NO', 'YES', 'NO', 'YES', 'YES']",YES,1
310,102847,es,Mi plan era engordar a base de gym y comida sana para ser una chica fitness no sé qué pero la verdad no me salió bien 🤡🤡🤡,6,"['Annotator_97', 'Annotator_98', 'Annotator_99', 'Annotator_100', 'Annotator_101', 'Annotator_102']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Argentina', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Spain']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",NO,0
311,101645,es,"Cifras de enero a noviembre de 2021 que no deben pasar desapercibidas 👇-123 casos con características de feminicidio-277 tentativas de feminicidio-9398 casos de violación sexual-59,498 casos de violencia física -511 casos de acoso sexual en espacios públicos",6,"['Annotator_169', 'Annotator_170', 'Annotator_171', 'Annotator_172', 'Annotator_173', 'Annotator_174']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Spain', 'Mexico', 'Spain', 'Portugal']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",YES,1
312,102721,es,"@Elendow UY, ¿divertirte? Que eres? Una ""nenaza""? Ponte a liarte a puños con un oso y SE UN HOMBRE",6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'NO', 'YES']",YES,1
